# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.323,312.466,57.423,-11.414,57.491,11.416,11.263,0.002,11.263,0.0095913135,2.791,0.219,28.590593977,-80.6151617749,9.791,0.114591559,3.1701754805e-6,-0.5729577951,-4.5246477081e-4,4874,247,0.875,0.006,119.2,82.6,3.657,0.17,6.427e6,0,7.965,0.514,0.514,0.33,0.153,0.031,0.025,0.091,-4.831e-4,0,0,0,0,-4.214e-5,0.007,10,80,85.3707114745,0.0030303738,2.028,12.969,976.6,339.158,0.05,0.061
4.373,315.323,56.853,-11.379,56.921,11.381,11.402,0.002,11.402,0.0096772572,2.78,0.249,28.590593977,-80.6151617749,9.791,0.2291831181,3.8451197631e-6,-0.114591559,-2.4419461228e-4,4874,247,0.875,0.006,119.1,82.6,3.65,0.168,6.362e6,0,7.806,0.514,0.514,0.33,0.153,0.031,0.036,0.132,-4.963e-4,0,0,0,0,-2.364e-6,0.007,10,80,85.3707114745,0.0034744161,2.034,12.95,976.3,339.147,0.05,0.062
4.423,318.151,56.285,-11.347,56.353,11.349,11.541,0.002,11.541,0.0097632008,2.767,0.239,28.590593977,-80.6151617749,9.791,0.1718873385,4.6862218064e-6,0.6875493542,1.9784232666e-4,4874,247,0.875,0.006,119.1,82.6,3.651,0.167,6.297e6,0,7.648,0.514,0.514,0.33,0.153,0.031,0.034,0.125,4.359e-4,0,0,0,0,5.44e-5,0.007,10,80,85.3707114745,0.0045922567,2.003,12.932,975.9,339.136,0.05,0.062
4.473,320.952,55.719,-11.319,55.787,11.321,11.679,0.002,11.679,0.0098434149,2.756,0.177,28.590593977,-80.6151617749,9.791,0.114591559,4.259368249e-6,1.0313240312,-6.3025357464e-4,4874,247,0.875,0.006,119.2,82.6,3.664,0.165,6.231e6,0,7.489,0.513,0.513,0.33,0.153,0.031,0.015,0.055,-4.028e-4,0,0,0,0,1.276e-4,0.007,10,80,85.313415695,0.0066978766,1.895,12.914,975.6,339.125,0.05,0.062
4.523,323.723,55.153,-11.29,55.222,11.291,11.817,0.002,11.817,0.009923629,2.749,0.146,28.590593977,-80.6151617749,9.791,0.028006177,5.9186540237e-6,1.1459155903,3.1449653375e-4,4874,247,0.875,0.006,119.3,82.6,3.67,0.163,6.167e6,0,7.335,0.513,0.513,0.33,0.153,0.031,0.005,0.017,-2.078e-4,0,0,0,0,1.683e-4,0.007,10,80,85.2561199155,0.0088120909,1.854,12.896,975.3,339.114,0.05,0.063
4.573,326.467,54.59,-11.259,54.658,11.26,11.954,0.002,11.954,0.0100095727,2.742,0.145,28.590593977,-80.6151617749,9.791,0.02877967,5.763955419e-6,1.2032113698,-0.006394209,4874,247,0.875,0.006,119.3,82.6,3.67,0.162,6.103e6,0,7.184,0.513,0.513,0.33,0.153,0.031,0.005,0.018,4.09e-5,0,0,0,0,1.924e-4,0.007,10,80,85.198824136,0.0110867333,1.873,12.878,975,339.103,0.05,0.063
4.623,329.182,54.027,-11.229,54.097,11.23,12.091,0.002,12.091,0.0100897868,2.734,0.13,28.590593977,-80.6151617749,9.791,0.001710279,4.2960375479e-6,1.3178029288,-0.1718873385,4874,247,0.875,0.006,119.3,82.6,3.673,0.16,6.039e6,0,7.035,0.513,0.513,0.33,0.153,0.031,2.958e-4,8.477e-4,-4.907e-4,0,0,0,0,2.351e-4,0.007,10,80,85.1415283564,0.0131780293,1.869,12.86,974.6,339.092,0.05,0.063
4.673,331.87,53.467,-11.203,53.536,11.203,12.227,0.002,12.227,0.0101757304,2.729,0.084,28.590593977,-80.6151617749,9.791,0.114591559,5.8957357119e-6,-1.2032113698,-0.0044536009,4874,247,0.875,0.006,119.2,82.6,3.662,0.158,5.975e6,0,6.886,0.513,0.513,0.33,0.153,0.031,0.016,0.059,-1.632e-4,0,0,0,0,-1.966e-4,0.007,10,80,85.0842325769,0.0147135562,1.797,12.843,974.3,339.082,0.05,0.064
4.723,334.529,52.907,-11.173,52.977,11.173,12.364,0.002,12.364,0.0102616741,2.726,0.084,28.590593977,-80.6151617749,9.791,0.114591559,3.0154768758e-6,-0.8021409132,-0.0010783066,4874,247,0.875,0.006,119.2,82.6,3.662,0.157,5.912e6,0,6.741,0.513,0.513,0.33,0.152,0.031,0.016,0.059,2.705e-4,0,0,0,0,-9.078e-5,0.007,10,80,85.0269367974,0.0156417478,1.8,12.826,974,339.071,0.05,0.064
4.773,337.16,52.349,-11.141,52.42,11.142,12.5,0.002,12.5,0.0103476178,2.72,0.112,28.590593977,-80.6151617749,9.791,0.0290260419,4.0966482352e-6,-0.7448451337,-0.0111841362,4874,247,0.875,0.006,119.3,82.6,3.669,0.155,5.849e6,0,6.599,0.513,0.513,0.33,0.152,0.031,0.005,0.019,2.657e-4,0,0,0,0,-8.288e-5,0.007,10,80,84.9696410179,0.0159396859,1.855,12.808,973.7,339.061,0.05,0.065
4.823,339.764,51.793,-11.111,51.864,11.112,12.636,0.002,12.636,0.010439291,2.714,0.122,28.590593977,-80.6151617749,9.791,0.0038095964,3.9459603351e-6,-0.6875493542,-0.0572957795,4874,247,0.875,0.006,119.3,82.6,3.672,0.153,5.786e6,0,6.459,0.513,0.513,0.33,0.152,0.031,6.587e-4,0.003,4.642e-4,0,0,0,0,-6.327e-5,0.007,10,80,84.9696410179,0.0157792577,1.866,12.792,973.4,339.051,0.05,0.065
4.873,342.34,51.238,-11.079,51.31,11.08,12.771,0.002,12.771,0.0105309643,2.708,0.17,28.590593977,-80.6151617749,9.791,0.114591559,3.4251416993e-6,0.7448451337,-9.9408177455e-4,4874,247,0.875,0.006,119.2,82.6,3.659,0.152,5.724e6,0,6.322,0.513,0.513,0.33,0.152,0.031,0.019,0.071,2.091e-4,0,0,0,0,7.842e-5,0.007,10,80,84.9123452384,0.0153037027,1.958,12.775,973.1,339.04,0.05,0.065
4.923,344.888,50.685,-11.049,50.757,11.051,12.906,0.002,12.906,0.0106283671,2.698,0.19,28.590593977,-80.6151617749,9.791,0.1718873385,3.5632245279e-6,1.2605071493,-6.119189252e-4,4874,247,0.875,0.006,119.1,82.6,3.653,0.15,5.662e6,0,6.186,0.513,0.513,0.33,0.152,0.031,0.028,0.103,7.688e-6,0,0,0,0,2.431e-4,0.007,10,80,84.8550494589,0.0145359393,2.01,12.758,972.8,339.03,0.05,0.065
4.973,347.408,50.133,-11.023,50.205,11.024,13.041,0.002,13.041,0.0107257699,2.689,0.172,28.590593977,-80.6151617749,9.791,0.114591559,4.3997429088e-6,1.4896902673,-4.1929051448e-4,4874,247,0.875,0.006,119.2,82.6,3.657,0.149,5.6e6,0,6.05,0.513,0.513,0.33,0.152,0.031,0.022,0.08,-3.993e-4,0,0,0,0,3.382e-4,0.006,10,80,84.7977536794,0.0133957533,1.993,12.742,972.5,339.02,0.05,0.066
5.023,349.901,49.583,-10.994,49.655,10.996,13.175,0.002,13.175,0.0108174432,2.68,0.185,28.590593977,-80.6151617749,9.791,0.1718873385,2.1354137025e-6,1.8907607239,0.0017114249,4874,247,0.875,0.006,119.1,82.6,3.652,0.147,5.538e6,0,5.918,0.513,0.513,0.33,0.152,0.031,0.028,0.102,-4.496e-4,0,0,0,0,5.448e-4,0.006,10,80,84.6831621203,0.0118201193,2.057,12.726,972.2,339.011,0.05,0.066
5.073,352.367,49.034,-10.967,49.106,10.968,13.309,0.003,13.309,0.010914846,2.671,0.191,28.590593977,-80.6151617749,9.791,0.1718873385,3.0441247655e-6,2.2918311805,0.0043527604,4874,247,0.875,0.006,119.1,82.6,3.65,0.145,5.477e6,0,5.788,0.513,0.513,0.33,0.152,0.031,0.032,0.115,-4.944e-4,0,0,0,0,8.352e-4,0.006,10,80,84.6258663408,0.0101757304,2.121,12.71,971.9,339.001,0.05,0.066
5.123,354.805,48.486,-10.938,48.559,10.94,13.442,0.003,13.442,0.0110122488,2.661,0.223,28.590593977,-80.6151617749,9.791,0.2864788976,1.1814389736e-6,2.6929016371,0.0046254883,4874,247,0.875,0.006,119,82.6,3.64,0.144,5.417e6,0,5.663,0.513,0.513,0.33,0.152,0.031,0.046,0.168,-4.448e-4,0,0,0,0,0.001,0.006,10,80,84.4539790023,0.008525612,2.254,12.694,971.6,338.991,0.05,0.067
5.173,357.215,47.94,-10.91,48.013,10.913,13.575,0.003,13.575,0.0111096516,2.649,0.236,28.590593977,-80.6151617749,9.791,0.2864788976,8.943871182e-6,3.4950425503,0.0079870317,4874,247,0.875,0.006,118.9,82.6,3.635,0.142,5.357e6,0,5.538,0.513,0.513,0.33,0.152,0.031,0.053,0.191,3.295e-4,0,0,0,0,0.002,0.006,10,80,84.3393874433,0.0070416513,2.377,12.678,971.4,338.982,0.05,0.067
5.223,359.599,47.395,-10.889,47.468,10.89,13.707,0.003,13.707,0.0112013249,2.638,0.19,28.590593977,-80.6151617749,9.791,0.1718873385,2.9398464468e-6,4.0107045659,0.0127941476,4874,247,0.875,0.006,119.1,82.6,3.649,0.141,5.295e6,0,5.411,0.512,0.513,0.33,0.152,0.031,0.032,0.116,-2.403e-4,0,0,0,0,0.003,0.006,10,80,84.1102043252,0.0060217864,2.387,12.663,971.1,338.972,0.05,0.067
5.273,361.955,46.851,-10.867,46.925,10.868,13.839,0.003,13.839,0.0112929981,2.63,0.145,28.590593977,-80.6151617749,9.791,0.0572957795,2.6608160006e-6,4.239887684,0.0365375186,4874,247,0.875,0.006,119.2,82.6,3.663,0.139,5.234e6,0,5.287,0.512,0.512,0.33,0.152,0.031,0.011,0.039,-3.437e-4,0,0,0,0,0.003,0.006,10,80,83.9383169867,0.0056419154,2.41,12.647,970.8,338.963,0.05,0.067
5.323,364.284,46.308,-10.846,46.383,10.847,13.97,0.003,13.97,0.0113846714,2.623,0.108,28.590593977,-80.6151617749,9.791,0.0399580766,5.7272861201e-6,-4.2971834635,0.0566712555,4874,247,0.875,0.006,119.3,82.6,3.666,0.137,5.174e6,0,5.166,0.512,0.512,0.33,0.152,0.031,0.007,0.029,-4.845e-4,0,0,0,0,-0.003,0.006,10,80,83.7091338686,0.0059759498,2.447,12.632,970.5,338.954,0.05,0.068
5.373,366.586,45.767,-10.824,45.841,10.825,14.101,0.003,14.101,0.0114763446,2.619,0.087,28.590593977,-80.6151617749,9.791,0.114591559,1.4845336472e-6,-4.0680003454,0.0204545933,4874,247,0.875,0.006,119.2,82.6,3.658,0.136,5.114e6,0,5.047,0.512,0.512,0.33,0.152,0.031,0.018,0.07,2.146e-4,0,0,0,0,-0.003,0.006,10,80,83.4799507506,0.0068754935,2.51,12.617,970.3,338.945,0.05,0.068
5.423,368.86,45.226,-10.806,45.301,10.806,14.232,0.003,14.232,0.0115622883,2.615,0.04,28.590593977,-80.6151617749,9.791,0.2291831181,4.21754233e-6,-3.8388172274,0.0083193472,4874,247,0.875,0.006,119,82.6,3.641,0.134,5.053e6,0,4.929,0.512,0.512,0.33,0.152,0.031,0.043,0.16,-4.933e-4,0,0,0,0,-0.003,0.006,10,80,83.308063412,0.0081531894,2.5,12.602,970,338.936,0.05,0.068
5.473,371.108,44.686,-10.789,44.762,10.789,14.363,0.003,14.363,0.011648232,2.615,0.018,28.590593977,-80.6151617749,9.791,0.4010704566,3.3179985916e-6,-3.0366763142,0.0061020005,4874,247,0.875,0.006,118.8,82.6,3.62,0.133,4.992e6,0,4.812,0.512,0.512,0.33,0.152,0.031,0.074,0.27,4.734e-4,0,0,0,0,-0.002,0.006,10,80,83.1361760735,0.0100267614,2.435,12.588,969.7,338.927,0.05,0.069
5.523,373.329,44.147,-10.772,44.224,10.772,14.494,0.003,14.494,0.0117341756,2.616,0.073,28.590593977,-80.6151617749,9.791,0.5729577951,1.6357945051e-6,-2.234535401,0.0057926033,4874,247,0.875,0.006,118.6,82.6,3.6,0.131,4.93e6,0,4.697,0.512,0.513,0.33,0.151,0.031,0.105,0.38,3.477e-4,0,0,0,0,-9.81e-4,0.006,10,80,83.0215845145,0.0119518996,2.344,12.573,969.5,338.918,0.05,0.069
5.573,375.523,43.609,-10.755,43.688,10.756,14.625,0.003,14.625,0.0118258489,2.622,0.125,28.590593977,-80.6151617749,9.791,0.7448451337,3.6394279147e-6,-0.8021409132,0.0042267097,4874,247,0.875,0.006,118.4,82.6,3.581,0.129,4.869e6,0,4.583,0.512,0.513,0.33,0.151,0.031,0.136,0.486,3.66e-4,0,0,0,0,-1.27e-4,0.006,10,80,82.9069929554,0.0137166096,2.204,12.559,969.2,338.91,0.05,0.069
5.623,377.69,43.072,-10.731,43.152,10.731,14.756,0.003,14.756,0.0119117926,2.628,0.118,28.590593977,-80.6151617749,9.791,0.7448451337,3.7815214479e-6,0.5729577951,0.0033460735,4874,247,0.875,0.006,118.4,82.6,3.582,0.128,4.808e6,0,4.469,0.512,0.513,0.33,0.151,0.031,0.133,0.477,-4.408e-4,0,0,0,0,6.671e-5,0.006,10,80,82.9069929554,0.0152349478,2.155,12.545,969,338.901,0.05,0.069
5.673,379.83,42.536,-10.701,42.617,10.702,14.887,0.003,14.887,0.0120034658,2.633,0.072,28.590593977,-80.6151617749,9.791,0.6302535746,4.2072290896e-6,1.8334649444,0.0055943599,4874,247,0.875,0.006,118.6,82.6,3.598,0.126,4.748e6,0,4.356,0.512,0.513,0.33,0.151,0.031,0.108,0.387,-3.56e-4,0,0,0,0,7.338e-4,0.005,10,80,82.9642887349,0.016793393,2.149,12.531,968.7,338.893,0.05,0.07
5.723,381.943,42.002,-10.668,42.084,10.668,15.019,0.003,15.019,0.0120951391,2.635,0.013,28.590593977,-80.6151617749,9.791,0.3437746771,4.773884349e-6,2.6929016371,0.0073567781,4874,247,0.875,0.006,118.9,82.6,3.63,0.125,4.689e6,0,4.245,0.512,0.512,0.33,0.151,0.031,0.058,0.208,4.236e-4,0,0,0,0,0.002,0.005,10,80,83.078880294,0.0181570325,2.211,12.517,968.5,338.884,0.05,0.07
5.773,384.03,41.469,-10.637,41.552,10.637,15.151,0.003,15.151,0.0121868123,2.632,0.082,28.590593977,-80.6151617749,9.791,0.0572957795,4.1373282386e-6,2.9793805347,0.02973078,4874,247,0.875,0.006,119.2,82.6,3.66,0.123,4.63e6,0,4.138,0.512,0.512,0.33,0.151,0.03,0.014,0.05,3.588e-4,0,0,0,0,0.002,0.005,10,80,83.2507676325,0.0190508467,2.23,12.504,968.2,338.876,0.05,0.07
5.823,386.09,40.938,-10.607,41.022,10.608,15.282,0.003,15.282,0.0122842151,2.627,0.153,28.590593977,-80.6151617749,9.791,0.1718873385,3.2910695752e-6,-2.9793805347,0.0135103448,4874,247,0.875,0.006,119.1,82.6,3.647,0.122,4.571e6,0,4.034,0.512,0.512,0.33,0.151,0.03,0.033,0.122,2.19e-4,0,0,0,0,-0.002,0.005,10,80,83.3653591915,0.0193831622,2.26,12.49,968,338.868,0.05,0.071
5.873,388.124,40.408,-10.579,40.493,10.582,15.413,0.003,15.413,0.012381618,2.617,0.215,28.590593977,-80.6151617749,9.791,0.4583662361,2.326781606e-6,-2.34912696,0.0062681583,4874,247,0.875,0.006,118.8,82.6,3.618,0.12,4.512e6,0,3.932,0.512,0.512,0.33,0.151,0.03,0.076,0.275,-2.659e-5,0,0,0,0,-0.001,0.005,10,80,83.5372465301,0.019033658,2.285,12.477,967.7,338.86,0.05,0.071
5.923,390.131,39.88,-10.557,39.965,10.559,15.544,0.003,15.544,0.0124790208,2.606,0.229,28.590593977,-80.6151617749,9.791,0.5156620156,3.6434386192e-6,-1.6042818264,0.0050815627,4874,247,0.875,0.006,118.7,82.6,3.609,0.119,4.452e6,0,3.829,0.512,0.512,0.33,0.151,0.03,0.09,0.324,3.327e-4,0,0,0,0,-6.41e-4,0.005,10,80,83.5945423096,0.0180653593,2.215,12.464,967.5,338.852,0.05,0.071
5.973,392.112,39.353,-10.534,39.438,10.537,15.674,0.003,15.674,0.0125821532,2.594,0.254,28.590593977,-80.6151617749,9.791,0.6302535746,3.770062292e-6,-0.8021409132,0.0035741107,4874,247,0.875,0.006,118.5,82.6,3.595,0.117,4.393e6,0,3.73,0.512,0.512,0.33,0.151,0.03,0.111,0.399,-3.982e-4,0,0,0,0,-1.552e-4,0.005,10,80,83.6518380891,0.0167418268,2.203,12.451,967.3,338.844,0.05,0.071
6.023,394.066,38.826,-10.511,38.912,10.515,15.803,0.003,15.803,0.012679556,2.581,0.274,28.590593977,-80.6151617749,9.791,0.7448451337,3.8285039871e-6,0.2864788976,0.0043521874,4874,247,0.875,0.006,118.4,82.6,3.583,0.115,4.335e6,0,3.633,0.512,0.512,0.33,0.151,0.03,0.13,0.465,-2.473e-4,0,0,0,0,1.89e-5,0.005,10,80,83.7091338686,0.0149943055,2.216,12.439,967,338.837,0.05,0.072
6.073,395.995,38.301,-10.49,38.387,10.494,15.932,0.004,15.932,0.0127826884,2.567,0.287,28.590593977,-80.6151617749,9.791,0.8021409132,3.7528735581e-6,1.3178029288,0.004453028,4874,247,0.875,0.006,118.3,82.6,3.574,0.114,4.276e6,0,3.537,0.512,0.513,0.33,0.151,0.03,0.143,0.511,-1.215e-4,0,0,0,0,4.707e-4,0.005,10,80,83.6518380891,0.012937387,2.241,12.426,966.8,338.829,0.05,0.072
6.123,397.897,37.777,-10.472,37.863,10.475,16.06,0.004,16.06,0.0128858208,2.552,0.265,28.590593977,-80.6151617749,9.791,0.7448451337,2.7628024881e-6,2.5783100781,0.0044180776,4874,247,0.875,0.006,118.4,82.6,3.581,0.112,4.218e6,0,3.44,0.512,0.512,0.33,0.151,0.03,0.132,0.472,4.387e-4,0,0,0,0,0.002,0.005,10,80,83.5372465301,0.0109091164,2.217,12.414,966.6,338.822,0.05,0.072
6.173,399.772,37.254,-10.456,37.341,10.459,16.187,0.004,16.187,0.0129832236,2.541,0.225,28.590593977,-80.6151617749,9.791,0.5729577951,3.1243388568e-6,3.3804509913,0.0062337808,4874,247,0.875,0.006,118.6,82.6,3.597,0.111,4.159e6,0,3.342,0.511,0.512,0.33,0.151,0.03,0.106,0.378,-4.439e-5,0,0,0,0,0.003,0.005,10,80,83.422654971,0.0093506712,2.163,12.401,966.4,338.814,0.05,0.072
6.223,401.622,36.732,-10.44,36.819,10.442,16.314,0.004,16.314,0.013086356,2.53,0.192,28.590593977,-80.6151617749,9.791,0.4583662361,3.3237281696e-6,4.1825919045,0.0096085022,4874,247,0.875,0.006,118.7,82.6,3.611,0.109,4.1e6,0,3.248,0.511,0.512,0.33,0.151,0.03,0.084,0.299,7.201e-5,0,0,0,0,0.005,0.005,10,80,83.193471853,0.0081302711,2.154,12.389,966.1,338.807,0.05,0.073
6.273,403.446,36.21,-10.423,36.298,10.425,16.44,0.004,16.44,0.0131837589,2.521,0.172,28.590593977,-80.6151617749,9.791,0.4010704566,3.9654409001e-6,4.583662361,0.0123586996,4874,247,0.875,0.006,118.8,82.6,3.62,0.108,4.043e6,0,3.157,0.511,0.512,0.33,0.151,0.03,0.071,0.25,1.304e-4,0,0,0,0,0.006,0.005,10,80,82.9642887349,0.0071333245,2.187,12.378,965.9,338.8,0.05,0.073
6.323,405.243,35.689,-10.404,35.778,10.405,16.566,0.004,16.566,0.0132811617,2.512,0.184,28.590593977,-80.6151617749,9.791,0.4583662361,3.4784267742e-6,5.2139159357,0.0113789418,4874,247,0.875,0.006,118.7,82.6,3.613,0.106,3.987e6,0,3.071,0.511,0.512,0.33,0.151,0.03,0.082,0.288,-3.157e-4,0,0,0,0,0.008,0.005,10,80,82.7351056169,0.0064744231,2.326,12.366,965.7,338.793,0.05,0.073
6.373,407.015,35.17,-10.385,35.259,10.387,16.692,0.004,16.692,0.0133785645,2.503,0.186,28.590593977,-80.6151617749,9.791,0.4583662361,3.2480977406e-6,5.7295779513,0.0117742827,4874,247,0.875,0.006,118.7,82.6,3.61,0.105,3.931e6,0,2.986,0.511,0.512,0.33,0.151,0.03,0.085,0.298,-3.995e-4,0,0,0,0,0.01,0.005,10,80,82.4486267193,0.0062165921,2.448,12.354,965.5,338.786,0.05,0.074
6.423,408.76,34.651,-10.369,34.741,10.371,16.816,0.004,16.816,0.0134702378,2.494,0.168,28.590593977,-80.6151617749,9.791,0.4010704566,5.0821356428e-6,6.359831526,0.0132697025,4874,247,0.875,0.006,118.8,82.6,3.619,0.103,3.875e6,0,2.9,0.511,0.511,0.33,0.151,0.03,0.071,0.245,-3.352e-4,0,0,0,0,0.013,0.004,10,80,82.1621478218,0.0063541019,2.523,12.343,965.3,338.779,0.05,0.074
6.473,410.48,34.133,-10.356,34.223,10.357,16.941,0.004,16.941,0.013561911,2.487,0.132,28.590593977,-80.6151617749,9.791,0.2291831181,3.9642949845e-6,6.6463104235,0.0221505484,4874,247,0.875,0.006,119,82.6,3.64,0.102,3.818e6,0,2.815,0.511,0.511,0.33,0.151,0.03,0.041,0.134,-1.516e-4,0,0,0,0,0.014,0.004,10,80,81.8183731447,0.0069442485,2.546,12.332,965.1,338.772,0.05,0.074
6.523,412.173,33.615,-10.345,33.707,10.346,17.065,0.004,17.065,0.0136535843,2.481,0.085,28.590593977,-80.6151617749,9.791,0.0081818373,5.7467666852e-7,-6.8181977621,0.6302535746,4874,247,0.875,0.006,119.3,82.6,3.666,0.1,3.76e6,0,2.73,0.511,0.511,0.33,0.151,0.03,0.001,0.021,-3.526e-4,0,0,0,0,-0.016,0.004,10,80,81.5318942471,0.0077864964,2.534,12.321,964.9,338.765,0.05,0.074
6.573,413.841,33.098,-10.34,33.191,10.34,17.189,0.004,17.189,0.0137452575,2.478,0.012,28.590593977,-80.6151617749,9.791,0.4010704566,3.9138746985e-6,-6.5317188645,0.0135962885,4874,247,0.875,0.006,118.8,82.6,3.618,0.099,3.701e6,0,2.647,0.511,0.511,0.33,0.15,0.03,0.072,0.276,1.55e-4,0,0,0,0,-0.015,0.004,10,80,81.18811957,0.0090871106,2.417,12.31,964.7,338.759,0.05,0.075
6.623,415.483,32.581,-10.331,32.675,10.331,17.313,0.004,17.313,0.0138312012,2.479,0.035,28.590593977,-80.6151617749,9.791,0.6875493542,6.3197244803e-6,-5.9014652898,0.0076890936,4874,247,0.875,0.006,118.5,82.6,3.587,0.097,3.643e6,0,2.567,0.511,0.512,0.33,0.15,0.03,0.121,0.447,-2.244e-4,0,0,0,0,-0.012,0.004,10,80,80.844344893,0.0104278319,2.362,12.299,964.5,338.752,0.05,0.075
6.673,417.099,32.065,-10.322,32.161,10.322,17.437,0.004,17.437,0.0139228744,2.482,0.075,28.590593977,-80.6151617749,9.791,0.9167324722,6.3369132141e-6,-5.0993243767,0.0056963464,4874,247,0.875,0.006,118.2,82.6,3.559,0.096,3.585e6,0,2.489,0.511,0.512,0.33,0.15,0.03,0.166,0.601,-2.578e-4,0,0,0,0,-0.01,0.004,10,80,80.5578659954,0.0118143897,2.302,12.289,964.3,338.746,0.05,0.075
6.723,418.69,31.549,-10.314,31.647,10.315,17.561,0.004,17.561,0.0140145477,2.487,0.118,28.590593977,-80.6151617749,9.791,1.2032113698,3.4744160697e-6,-4.0107045659,0.0054648714,4874,247,0.875,0.006,117.9,82.6,3.529,0.094,3.527e6,0,2.412,0.511,0.513,0.33,0.15,0.03,0.216,0.768,-1.531e-4,0,0,0,0,-0.006,0.004,10,80,80.3859786569,0.0132525138,2.196,12.279,964.1,338.74,0.05,0.076
6.773,420.254,31.034,-10.302,31.134,10.302,17.686,0.004,17.686,0.0141004913,2.493,0.134,28.590593977,-80.6151617749,9.791,1.3178029288,4.8386285799e-6,-2.7501974166,0.0047452365,4874,247,0.875,0.006,117.7,82.6,3.515,0.093,3.469e6,0,2.336,0.511,0.514,0.33,0.15,0.03,0.239,0.843,4.382e-5,0,0,0,0,-0.003,0.004,10,80,80.2140913183,0.0147422041,2.139,12.268,964,338.734,0.05,0.076
6.823,421.793,30.519,-10.287,30.621,10.288,17.811,0.004,17.811,0.0141921646,2.5,0.14,28.590593977,-80.6151617749,9.791,1.3750987083,4.5779327831e-6,-1.4896902673,0.0041820189,4874,247,0.875,0.006,117.7,82.6,3.508,0.091,3.412e6,0,2.26,0.511,0.514,0.33,0.15,0.03,0.251,0.882,-1.639e-4,0,0,0,0,-9.295e-4,0.004,10,80,80.0994997593,0.0161631394,2.079,12.258,963.8,338.727,0.05,0.076
6.873,423.306,30.005,-10.27,30.11,10.271,17.936,0.004,17.936,0.0142781083,2.507,0.131,28.590593977,-80.6151617749,9.791,1.3750987083,4.2009265539e-6,-0.2291831181,0.0048959244,4874,247,0.875,0.006,117.7,82.6,3.51,0.09,3.354e6,0,2.185,0.511,0.514,0.33,0.15,0.03,0.247,0.868,-3.941e-4,0,0,0,0,-2.256e-5,0.004,10,80,80.0422039798,0.0175611564,2.029,12.249,963.6,338.721,0.05,0.076
6.923,424.794,29.492,-10.248,29.599,10.249,18.061,0.005,18.061,0.0143697815,2.513,0.097,28.590593977,-80.6151617749,9.791,1.1459155903,4.0359147089e-6,0.9167324722,0.0043527604,4874,247,0.875,0.006,117.9,82.6,3.531,0.088,3.298e6,0,2.109,0.511,0.513,0.33,0.15,0.03,0.211,0.744,2.977e-4,0,0,0,0,3.45e-4,0.004,10,80,80.0422039798,0.0188904185,2.039,12.239,963.4,338.716,0.05,0.077
6.973,426.255,28.98,-10.224,29.089,10.225,18.187,0.005,18.187,0.0144614547,2.516,0.05,28.590593977,-80.6151617749,9.791,0.8594366927,4.5332420751e-6,1.7188733854,0.0050735413,4874,247,0.875,0.006,118.2,82.6,3.564,0.087,3.243e6,0,2.035,0.511,0.512,0.33,0.15,0.03,0.156,0.556,1.159e-4,0,0,0,0,0.001,0.004,10,80,80.0994997593,0.0200306045,2.074,12.229,963.3,338.71,0.05,0.077
7.023,427.692,28.47,-10.202,28.581,10.202,18.313,0.005,18.313,0.014553128,2.518,0.011,28.590593977,-80.6151617749,9.791,0.6302535746,4.4324015031e-6,2.34912696,0.0060045977,4874,247,0.875,0.006,118.5,82.6,3.595,0.085,3.187e6,0,1.963,0.511,0.511,0.33,0.15,0.03,0.106,0.38,1.462e-4,0,0,0,0,0.003,0.004,10,80,80.2140913183,0.0209416074,2.079,12.22,963.1,338.704,0.05,0.077
7.073,429.102,27.96,-10.182,28.073,10.182,18.439,0.005,18.439,0.0146448012,2.518,0.021,28.590593977,-80.6151617749,9.791,0.3437746771,4.0307580887e-6,2.6929016371,0.0086172852,4874,247,0.875,0.006,118.8,82.6,3.623,0.084,3.13e6,0,1.893,0.511,0.511,0.33,0.15,0.03,0.064,0.227,6.064e-5,0,0,0,0,0.004,0.004,10,80,80.3286828773,0.0215947793,2.053,12.211,962.9,338.699,0.05,0.077
