# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
30.653,195.205,-4.614,0.046,4.617,1.014,-3.795,0.012,3.795,179.7941561121,2.381,1.013,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.196e5,0,48.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.646e-4,NaN,NaN,NaN,NaN,2.538,13.722,990.2,339.614,0.315,0.126
30.955,193.809,-4.634,-0.066,4.634,0.07,-4.512,0.012,4.512,179.8514518916,2.373,0.026,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.853e-4,NaN,NaN,NaN,NaN,2.369,13.731,990.4,339.62,0.302,0.126
31.455,191.497,-4.615,0.038,4.615,0.607,-5.623,0.012,5.623,179.9087476711,2.07,0.606,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.195e5,0,48.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.869e-4,NaN,NaN,NaN,NaN,2.088,13.74,990.5,339.625,0.5,0.126
31.955,189.184,-4.635,-0.04,4.635,0.608,-6.582,0.012,6.582,179.9087476711,1.767,0.606,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.219e5,0,47.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.636e-4,NaN,NaN,NaN,NaN,1.783,13.755,990.8,339.635,0.5,0.126
32.455,186.87,-4.62,0.03,4.62,0.213,-7.492,0.012,7.492,179.9087476711,1.872,0.21,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.203e5,0,47.884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.47e-4,NaN,NaN,NaN,NaN,1.866,13.77,991.1,339.644,0.5,0.126
32.955,184.557,-4.631,-0.022,4.631,0.472,-8.487,0.012,8.487,179.9087476711,2.108,0.472,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.515e-4,NaN,NaN,NaN,NaN,2.095,13.785,991.3,339.653,0.5,0.126
33.455,182.245,-4.62,0.023,4.62,0.385,-9.589,0.012,9.589,179.9087476711,2.3,0.385,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.204e5,0,47.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.679e-4,NaN,NaN,NaN,NaN,2.29,13.8,991.6,339.662,0.5,0.126
33.955,179.932,-4.63,-0.021,4.63,0.443,-10.684,0.012,10.684,179.9660434506,2.079,0.443,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.217e5,0,47.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8e-4,NaN,NaN,NaN,NaN,2.091,13.815,991.9,339.671,0.5,0.126
34.455,177.619,-4.621,0.019,4.621,0.251,-11.692,0.012,11.692,179.9660434506,1.954,0.25,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.207e5,0,47.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.659e-4,NaN,NaN,NaN,NaN,1.961,13.83,992.1,339.68,0.5,0.126
34.955,175.307,-4.628,-0.015,4.628,0.386,-12.621,0.011,12.621,179.9660434506,1.761,0.385,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.567e-4,NaN,NaN,NaN,NaN,1.772,13.845,992.4,339.689,0.5,0.126
35.455,172.995,-4.621,0.015,4.621,0.279,-13.467,0.011,13.467,179.9660434506,1.622,0.278,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.209e5,0,47.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.458e-4,NaN,NaN,NaN,NaN,1.63,13.861,992.7,339.698,0.5,0.126
35.955,170.685,-4.619,0.003,4.62,0.638,-14.357,0.011,14.357,179.9660434506,1.941,0.638,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.208e5,0,47.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.372e-4,NaN,NaN,NaN,NaN,1.923,13.876,993,339.707,0.5,0.126
36.455,168.374,-4.626,-0.012,4.626,0.421,-15.38,0.011,15.38,179.9660434506,2.151,0.421,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.557e-4,NaN,NaN,NaN,NaN,2.14,13.891,993.2,339.717,0.5,0.126
36.838,166.603,-4.608,0.046,4.609,0.883,-16.14,0.011,16.14,179.9660434506,1.813,0.882,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.198e5,0,48.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.702e-4,NaN,NaN,NaN,NaN,1.737,13.906,993.5,339.726,0.383,0.126
37.101,165.391,-4.621,-0.049,4.623,0.576,-16.637,0.011,16.637,179.9660434506,1.964,0.574,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.214e5,0,47.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.465e-4,NaN,NaN,NaN,NaN,2.084,13.917,993.7,339.733,0.263,0.126
37.601,163.08,-4.624,-0.006,4.624,0.295,-17.655,0.011,17.655,179.9660434506,2.111,0.295,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.573e-4,NaN,NaN,NaN,NaN,2.103,13.925,993.9,339.737,0.5,0.126
38.101,160.771,-4.612,0.024,4.612,0.631,-18.632,0.011,18.632,179.9660434506,1.796,0.631,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.204e5,0,47.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.673e-4,NaN,NaN,NaN,NaN,1.814,13.94,994.1,339.747,0.5,0.126
38.601,158.459,-4.634,-0.045,4.634,0.052,-19.527,0.011,19.527,179.9660434506,1.783,0.025,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.23e5,0,47.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.459e-4,NaN,NaN,NaN,NaN,1.784,13.955,994.4,339.756,0.5,0.126
39.101,156.149,-4.607,0.054,4.607,0.168,-20.438,0.011,20.438,179.9660434506,1.863,0.159,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.201e5,0,47.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.478e-4,NaN,NaN,NaN,NaN,1.858,13.97,994.7,339.765,0.5,0.126
39.601,153.839,-4.633,-0.052,4.633,0.389,-21.322,0.011,21.322,179.9660434506,1.67,0.386,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.231e5,0,47.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.494e-4,NaN,NaN,NaN,NaN,1.68,13.985,994.9,339.774,0.5,0.126
40.101,151.529,-4.607,0.053,4.607,0.082,-22.164,0.011,22.164,179.9660434506,1.701,0.062,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.202e5,0,47.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.412e-4,NaN,NaN,NaN,NaN,1.699,14,995.2,339.783,0.5,0.126
40.601,149.223,-4.617,-0.021,4.617,0.843,-23.12,0.011,23.12,179.9660434506,2.122,0.843,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.215e5,0,47.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.399e-4,NaN,NaN,NaN,NaN,2.099,14.015,995.5,339.792,0.5,0.127
41.02,147.285,-4.619,-0.005,4.619,0.348,-23.98,0.011,23.98,179.9660434506,1.976,0.348,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.218e5,0,47.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.673e-4,NaN,NaN,NaN,NaN,1.958,14.03,995.7,339.801,0.42,0.127
41.52,144.979,-4.604,0.031,4.604,0.79,-24.869,0.011,24.869,179.9660434506,1.582,0.789,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.201e5,0,48.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.579e-4,NaN,NaN,NaN,NaN,1.605,14.043,996,339.809,0.5,0.127
41.848,143.468,-4.616,-0.036,4.617,0.736,-25.427,0.011,25.427,179.9660434506,1.823,0.735,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.217e5,0,47.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.33e-4,NaN,NaN,NaN,NaN,1.929,14.058,996.2,339.818,0.328,0.127
42.348,141.16,-4.615,4.914e-4,4.615,0.499,-26.401,0.011,26.401,179.9660434506,2.072,0.499,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.48e-4,NaN,NaN,NaN,NaN,2.058,14.067,996.4,339.824,0.5,0.127
42.848,138.851,-4.621,-0.01,4.621,0.108,-27.424,0.011,27.424,179.9660434506,2.018,0.108,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.223e5,0,47.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.637e-4,NaN,NaN,NaN,NaN,2.021,14.082,996.7,339.833,0.5,0.127
43.348,136.543,-4.613,0.015,4.613,0.2,-28.408,0.011,28.408,179.9660434506,1.918,0.2,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.215e5,0,47.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.608e-4,NaN,NaN,NaN,NaN,1.924,14.097,997,339.842,0.5,0.127
43.848,134.235,-4.62,-0.014,4.62,0.252,-29.398,0.011,29.398,179.9660434506,2.044,0.251,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.224e5,0,47.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.535e-4,NaN,NaN,NaN,NaN,2.037,14.112,997.2,339.851,0.5,0.127
44.348,131.927,-4.613,0.015,4.613,0.086,-30.409,0.011,30.409,179.9660434506,2.001,0.085,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.216e5,0,47.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.624e-4,NaN,NaN,NaN,NaN,2.004,14.127,997.5,339.86,0.5,0.127
44.848,129.619,-4.619,-0.013,4.619,0.177,-31.388,0.011,31.388,179.9660434506,1.913,0.176,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.225e5,0,47.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.587e-4,NaN,NaN,NaN,NaN,1.918,14.142,997.8,339.869,0.5,0.127
45.348,127.311,-4.611,0.016,4.611,0.063,-32.337,0.011,32.337,179.9660434506,1.883,0.061,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.217e5,0,47.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.539e-4,NaN,NaN,NaN,NaN,1.885,14.157,998,339.878,0.5,0.127
45.848,125.004,-4.615,-0.008,4.615,0.383,-33.23,0.011,33.23,179.9660434506,1.691,0.383,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.222e5,0,47.725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.512e-4,NaN,NaN,NaN,NaN,1.702,14.172,998.3,339.887,0.5,0.127
46.348,122.698,-4.612,0.007,4.612,0.261,-34.109,0.011,34.109,179.9660434506,1.822,0.261,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.219e5,0,47.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.403e-4,NaN,NaN,NaN,NaN,1.815,14.187,998.6,339.897,0.5,0.127
46.848,120.392,-4.612,3.106e-4,4.612,0.434,-35.074,0.011,35.074,179.9660434506,2.039,0.434,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.22e5,0,47.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.475e-4,NaN,NaN,NaN,NaN,2.027,14.202,998.9,339.906,0.5,0.127
47.348,118.086,-4.612,8.217e-5,4.612,0.393,-36.143,0.011,36.143,179.9660434506,2.235,0.393,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.221e5,0,47.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.611e-4,NaN,NaN,NaN,NaN,2.224,14.217,999.1,339.915,0.5,0.127
47.848,115.78,-4.611,0.002,4.611,0.399,-37.21,0.011,37.21,179.9660434506,2.036,0.399,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.22e5,0,47.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.745e-4,NaN,NaN,NaN,NaN,2.048,14.232,999.4,339.924,0.5,0.127
48.348,113.474,-4.615,-0.008,4.615,0.027,-38.232,0.011,38.232,179.9660434506,2.049,0.025,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.226e5,0,47.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.608e-4,NaN,NaN,NaN,NaN,2.048,14.247,999.7,339.933,0.5,0.127
48.848,111.173,-4.59,0.049,4.59,0.863,-39.148,0.011,39.148,179.9660434506,1.618,0.861,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.199e5,0,48.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.621e-4,NaN,NaN,NaN,NaN,1.645,14.262,999.9,339.942,0.5,0.127
49.208,109.515,-4.618,-0.076,4.618,0.527,-39.765,0.011,39.765,179.9660434506,1.806,0.522,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.232e5,0,47.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.333e-4,NaN,NaN,NaN,NaN,1.865,14.277,1000,339.951,0.36,0.127
49.708,107.211,-4.598,0.04,4.598,0.497,-40.73,0.011,40.73,179.9660434506,2.053,0.495,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.209e5,0,47.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.472e-4,NaN,NaN,NaN,NaN,2.039,14.288,1000,339.958,0.5,0.127
50.208,104.906,-4.623,-0.051,4.623,0.296,-41.793,0.011,41.793,179.9660434506,2.199,0.292,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.239e5,0,47.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.604e-4,NaN,NaN,NaN,NaN,2.191,14.303,1001,339.967,0.5,0.128
50.708,102.602,-4.594,0.058,4.594,0.237,-42.864,0.01,42.864,179.9660434506,2.084,0.23,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.207e5,0,48.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.732e-4,NaN,NaN,NaN,NaN,2.092,14.318,1001,339.976,0.5,0.128
51.208,100.296,-4.627,-0.065,4.627,0.114,-43.918,0.01,43.918,179.9660434506,2.131,0.094,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.245e5,0,47.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.621e-4,NaN,NaN,NaN,NaN,2.129,14.333,1001,339.985,0.5,0.128
51.708,97.993,-4.588,0.078,4.588,0.249,-45.013,0.01,45.013,179.9660434506,2.25,0.237,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.202e5,0,48.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.69e-4,NaN,NaN,NaN,NaN,2.243,14.348,1001,339.994,0.5,0.128
52.208,95.688,-4.632,-0.088,4.632,0.117,-46.128,0.01,46.128,179.9660434506,2.211,0.078,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.252e5,0,47.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.728e-4,NaN,NaN,NaN,NaN,2.213,14.363,1002,340.003,0.5,0.128
52.708,93.385,-4.581,0.101,4.581,0.157,-47.249,0.01,47.249,179.9660434506,2.271,0.12,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.196e5,0,48.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.75e-4,NaN,NaN,NaN,NaN,2.268,14.378,1002,340.012,0.5,0.128
53.208,91.08,-4.637,-0.112,4.637,0.154,-48.371,0.01,48.371,179.9660434506,2.218,0.106,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.26e5,0,47.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.736e-4,NaN,NaN,NaN,NaN,2.221,14.393,1002,340.021,0.5,0.128
53.708,88.78,-4.563,0.149,4.563,0.671,-49.398,0.01,49.398,179.9660434506,1.891,0.654,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.177e5,0,48.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.761e-4,NaN,NaN,NaN,NaN,1.913,14.408,1003,340.03,0.5,0.128
54.208,86.476,-4.654,-0.183,4.654,0.299,-50.314,0.01,50.314,179.9660434506,1.773,0.236,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.282e5,0,46.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.46e-4,NaN,NaN,NaN,NaN,1.779,14.423,1003,340.039,0.5,0.128
54.708,84.175,-4.551,0.206,4.551,0.21,-51.206,0.01,51.206,179.9660434506,1.795,0.043,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.166e5,0,48.733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.496e-4,NaN,NaN,NaN,NaN,1.793,14.438,1003,340.048,0.5,0.128
55.208,81.871,-4.665,-0.228,4.665,0.299,-52.127,0.01,52.127,179.9660434506,1.892,0.194,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.296e5,0,46.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.388e-4,NaN,NaN,NaN,NaN,1.887,14.453,1003,340.057,0.5,0.128
55.708,79.571,-4.535,0.261,4.535,0.394,-53.11,0.01,53.11,179.9660434506,2.039,0.295,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.149e5,0,49.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.579e-4,NaN,NaN,NaN,NaN,2.029,14.468,1004,340.066,0.5,0.128
56.208,77.267,-4.679,-0.288,4.679,0.482,-54.081,0.01,54.081,179.9660434506,1.846,0.386,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.313e5,0,46.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.523e-4,NaN,NaN,NaN,NaN,1.855,14.483,1004,340.075,0.5,0.128
56.708,74.969,-4.516,0.325,4.516,0.469,-54.962,0.01,54.962,179.9660434506,1.677,0.338,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.13e5,0,49.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.567e-4,NaN,NaN,NaN,NaN,1.69,14.498,1004,340.085,0.5,0.128
57.151,72.937,-4.672,-0.351,4.672,0.668,-55.76,0.01,55.76,179.9660434506,1.928,0.568,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.307e5,0,46.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.278e-4,NaN,NaN,NaN,NaN,1.949,14.513,1004,340.094,0.442,0.128
57.536,71.158,-4.556,0.3,4.556,0.481,-56.475,0.01,56.475,179.9660434506,1.784,0.376,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.177e5,0,49.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.609e-4,NaN,NaN,NaN,NaN,1.755,14.526,1005,340.102,0.386,0.128
58.029,68.888,-4.653,-0.196,4.653,0.301,-57.383,0.01,57.383,179.9660434506,1.896,0.229,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.287e5,0,46.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.387e-4,NaN,NaN,NaN,NaN,1.893,14.537,1005,340.109,0.493,0.128
